proteinA_entrezid,proteinB_entrezid,databases
92906,254394,bioplex
6628,8175,inweb|HIPPIE|HINT-complex
5910,6464,signalink
861,55100,signalink
1051,10230,encode
29911,115106,HINT-binary|APID|biogrid|instruct
506,7384,CoFrac
4238,55283,bioplex|HIPPIE
2566,8733,bioplex
2932,5504,PhosphoSP|signalink|HIPPIE|KinomeNetX|inweb
29079,55090,HIPPIE|HINT-binary|inweb|CoFrac|HINT-complex
4118,79368,hiunion
1136,10402,bioplex
3276,9971,inweb
7014,9188,instruct|APID|biogrid|HINT-binary|intact|pina
84643,146909,bioplex
3320,5610,inweb|HIPPIE|HINT-complex
9782,10521,qubic
3157,8851,bioplex|HIPPIE
9530,51053,bioplex
3598,23412,bioplex
10921,27339,CoFrac
8357,9774,encode
358,10572,intact|hiunion
7021,284252,pina|inweb
3611,5058,innatedb|PhosphoSP|KinomeNetX
5435,6383,qubic
3566,6774,encode
2010,3192,HIPPIE
25913,28988,APID|biogrid|HINT-binary|intact|pina
8661,11146,inweb
2778,4149,qubic
51073,63875,bioplex|inweb
1869,4171,encode
6657,55636,HIPPIE|HINT-complex
89853,196074,bioplex|HIPPIE
29922,54535,instruct|hiunion|APID|biogrid|HINT-binary
8650,58513,inweb
2801,91746,instruct|APID|biogrid|intact|pina
8600,57562,instruct|APID|biogrid|mint|intact|pina
5190,55670,inweb|HIPPIE
7542,80704,hiunion
943,51567,inweb
695,11180,signalink
11128,84667,encode
6045,9716,innatedb
9919,23650,qubic
5092,22985,pina|APID|intact|litbm17
5565,406889,signalink
162,1414,hiunion
5577,55755,qubic|inweb|bioplex|HIPPIE
5687,169270,intact|hiunion
1874,4921,signalink
347,10462,intact|hiunion
5252,5931,inweb|HIPPIE|HINT-complex
6811,10282,inweb|HIPPIE|HINT-complex
6117,92797,inweb|HIPPIE
2033,80185,encode
7316,23030,inweb
1385,3233,innatedb
7536,10484,hiunion
3028,3182,instruct|APID|HIPPIE|HINT-binary|intact|HINT-complex
4609,23211,encode
5500,63898,instruct|hiunion|qubic|APID|biogrid|HIPPIE|HINT-binary|intact|inweb|bioplex|HINT-complex
4086,4739,instruct|APID|biogrid|HIPPIE|HINT-binary|intact|mint|litbm17|inweb|pina
1813,1815,APID|intact|litbm17|inweb
51614,91137,bioplex|HIPPIE
6678,7422,pina|APID|biogrid|inweb
6601,7316,inweb
4048,55814,encode
4291,10273,APID|intact|instruct
5436,26047,intact|hiunion
11116,22981,inweb
2317,91624,qubic
405,5536,signalink
988,10250,HINT-binary|inweb|HIPPIE|HINT-complex
1874,3569,signalink
4734,6197,signalink
5080,100528020,hiunion
79869,112574,intact|hiunion
5004,8503,instruct|APID|biogrid|intact|pina
2801,23034,instruct|hiunion|APID|biogrid|HINT-binary|intact
6449,93099,intact|hiunion
2263,55323,KinomeNetX
7329,55722,qubic
4543,51421,APID|intact|biogrid
79018,84948,bioplex
3164,6129,instruct|APID|biogrid|mint|intact|pina
3708,9478,inweb|HIPPIE|HINT-complex
3551,9175,pina|innatedb|inweb
317772,553115,bioplex|HIPPIE
29766,57325,bioplex
63978,84940,signalink
684,830,qubic
1432,6232,PhosphoSP|KinomeNetX
745,9263,KinomeNetX
9463,11023,intact|hiunion
5585,65999,intact|hiunion
7082,81671,innatedb|inweb
6599,259234,intact
22994,57545,inweb
26284,64756,bioplex|HIPPIE
4214,5601,APID|biogrid|HIPPIE|litbm17|inweb|pina
966,29766,qubic
23077,143686,bioplex|HIPPIE
974,9917,bioplex
643,4775,innatedb
10254,83737,inweb
51234,55454,bioplex
51006,400258,hiunion
59,8454,signalink
10659,29974,inweb|HIPPIE
11281,117286,intact|hiunion
8354,9425,HIPPIE
9146,143241,intact|biogrid|hiunion
1994,9738,innatedb
79986,125115,instruct|APID|biogrid|HINT-binary|intact
6430,10949,CoFrac
4000,9071,APID|biogrid
85291,440021,intact|hiunion
4893,5863,instruct|APID|biogrid|intact|pina
2952,9446,CoFrac
6150,112464,CoFrac
3174,84962,encode
9759,80258,hiunion
25829,54915,bioplex
3654,7408,innatedb|inweb
2801,57511,instruct|APID|biogrid|HINT-binary|intact
4691,6045,innatedb
1026,5701,instruct|APID|biogrid|HINT-binary|intact
4957,9738,inweb
5885,129025,encode
5499,25852,signalink
4086,5782,mint|APID|intact
2874,79018,bioplex|HIPPIE
10097,23640,HINT-binary|HIPPIE
55093,112399,hiunion
10575,349136,bioplex
8161,126075,pina|APID|biogrid|instruct
7086,10768,CoFrac
22954,493829,inweb
80168,283458,bioplex|HIPPIE
2358,89122,bioplex
170572,388650,bioplex|HIPPIE
1876,7516,encode
9219,125997,pina|inweb
3183,144983,intact
2547,8351,HIPPIE
5691,143471,HINT-binary|bioplex|CoFrac
367,1329,APID|biogrid|HIPPIE|litbm17|inweb
4004,25959,instruct|hiunion|APID|biogrid|HINT-binary|intact
28956,54460,CoFrac
4090,51652,instruct|APID|biogrid|HIPPIE|intact|mint|pina
5719,5928,CoFrac
8837,53335,encode
2787,84248,bioplex|HIPPIE
55031,58490,bioplex
147912,284992,encode
11043,147808,intact|hiunion
10568,51368,intact|hiunion
7518,55142,intact|hiunion
6477,10401,pina|inweb
7716,154881,hiunion
4773,50943,interactome3d|inweb|HIPPIE
3596,10657,innatedb
55502,386678,intact
7182,57161,inweb
3958,133418,bioplex|HIPPIE
7528,89891,encode
662,58477,bioplex|HIPPIE
55017,80714,intact|hiunion
6530,6804,inweb|HIPPIE
8425,10127,encode|bioplex
6124,6194,HINT-binary|HIPPIE|CoFrac|HINT-complex
821,10331,bioplex
8065,282808,bioplex|HIPPIE
4091,9252,instruct|APID|biogrid|mint|intact|pina
84301,84301,interactome3d|insider|instruct
10616,148581,instruct|APID|biogrid|HINT-binary|intact|pina
695,1499,signalink
5885,64849,encode
5515,8541,HIPPIE|HINT-complex
6830,55718,qubic
5028,142678,bioplex
11007,79696,instruct|hiunion|APID|biogrid|HINT-binary|intact|pina
10921,26019,instruct|APID|biogrid|HIPPIE|HINT-binary|litbm17|inweb
9319,57559,instruct|hiunion|APID|biogrid|HINT-binary|intact|pina
4591,8881,bioplex
3024,57674,intact
2,310,instruct|APID|biogrid|mint|intact|pina
152007,386682,APID|biogrid|instruct
353133,353139,intact|hiunion
4291,5875,instruct
2017,2268,KinomeNetX
7316,94081,inweb
6793,6793,interactome3d|instruct|HIPPIE|HINT-binary|intact|mint|litbm17|pina
10576,91801,inweb
1050,7596,inweb
7138,10524,instruct|APID|biogrid|mint|intact|pina
5997,6331,HINT-binary|APID|intact|instruct
1674,26584,APID|intact|litbm17
2885,3183,instruct|APID|biogrid|HIPPIE|HINT-binary|intact|litbm17|inweb
23390,64582,instruct|APID|biogrid|HINT-binary|intact|pina
11218,54960,bioplex
26093,51631,bioplex|HIPPIE
9219,203259,bioplex|HIPPIE
7412,9521,APID|intact
5764,60489,instruct|APID|biogrid|HIPPIE|HINT-binary|intact|pina
786,4259,intact|hiunion
9525,27183,instruct|APID|HINT-binary|inweb|pina|bioplex
8293,440400,intact|hiunion
3024,8853,intact
55219,353142,intact|hiunion
814,5350,KinomeNetX
2213,6850,PhosphoSP
160,4628,qubic
54859,147719,bioplex
19,2113,signalink
3838,6514,APID|biogrid|litbm17|inweb|pina
5245,51503,pina|APID|intact
79753,79882,bioplex|HIPPIE
1879,23090,inweb
6182,80145,bioplex
8563,55110,qubic|inweb
113130,148022,qubic
4204,7508,CoFrac
6310,11332,instruct|APID|biogrid|intact|pina
8545,54778,bioplex
10671,11275,bioplex
7528,9584,encode
3050,3050,interactome3d|HIPPIE|instruct
1937,23243,APID|intact|instruct
6169,6207,HINT-binary|HIPPIE|CoFrac
2672,51588,instruct|innatedb|APID|HINT-binary|intact|inweb|pina
363,8794,intact|hiunion
4790,6367,innatedb
2705,6714,inweb
1994,4952,innatedb|HIPPIE
23368,84823,intact|hiunion
10127,51491,encode
1869,57146,encode
5878,22985,qubic
3841,6850,signalink
72,4292,pina|APID|intact|biogrid
5516,51070,inweb
896,84232,instruct|hiunion|APID|biogrid|HINT-binary|intact|pina
8554,23087,bioplex
3073,7014,bioplex
662,1534,hiunion
2130,10262,instruct|APID|biogrid|HIPPIE|intact|litbm17|pina
1993,23369,bioplex
6160,6206,HINT-binary|HIPPIE|CoFrac
6272,23062,instruct|APID|biogrid|HIPPIE|HINT-binary|intact|mint|litbm17|inweb|pina|HINT-complex
9531,151194,bioplex|HIPPIE|HINT-complex
1871,4801,encode
817,23243,PhosphoSP|KinomeNetX
3104,9733,qubic
3172,55825,encode
9320,114791,qubic
6159,6229,CoFrac
1990,56950,bioplex
4801,5116,encode
8678,84662,biogrid
3021,8110,biogrid
7699,147912,encode
5770,8554,signalink|inweb
95,2101,encode
5524,9212,inweb
2047,4690,pina|APID|biogrid|inweb
11281,51066,intact|hiunion
9984,51512,qubic
9817,150864,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact|inweb
9146,23641,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact|pina
472,1910,bioplex
55253,80332,bioplex
2962,79577,CoFrac
3300,7314,inweb|bioplex|HIPPIE
1327,93627,intact
6764,399687,qubic
3691,4087,innatedb
5090,8650,encode
5578,8856,PhosphoSP
1408,1879,encode
207,7507,KinomeNetX
6201,6731,qubic
84246,84246,HINT-binary|HIPPIE
5692,6597,qubic
23149,58513,bioplex|HIPPIE|HINT-complex
4800,23008,encode
1974,3611,KinomeNetX
53371,83659,intact|hiunion
10989,55526,qubic
3320,7013,qubic
8353,23269,HIPPIE
10908,57717,bioplex
9739,30827,qubic|HIPPIE|HINT-binary|inweb|bioplex|HINT-complex
1901,84319,instruct|APID|biogrid|HINT-binary|intact
3661,10383,encode
8408,9776,PhosphoSP|instruct|innatedb|APID|HIPPIE|HINT-binary|intact|mint|litbm17|inweb|pina|HINT-complex
10411,149371,hiunion
3081,55093,intact|hiunion
5987,83640,instruct|hiunion|APID|biogrid|HINT-binary|intact
7134,7136,interactome3d|instruct|APID|biogrid|HINT-binary|insider|inweb
4217,8651,innatedb|inweb|HIPPIE|HINT-complex
4884,133686,CoFrac
409,4795,bioplex
1535,653361,interactome3d|instruct|APID|HIPPIE|HINT-binary|intact|insider|litbm17|inweb|mint|pina|HINT-complex
27252,127703,hiunion
4100,126272,pina
5499,54207,pina
9559,10444,qubic
8454,54619,signalink
27,3937,signalink
55333,80346,intact|hiunion
115265,401541,intact
8831,27287,intact|hiunion
5321,5594,PhosphoSP|HIPPIE|KinomeNetX
54535,81565,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|bioplex
4927,55308,bioplex|HIPPIE
3892,10204,intact|hiunion
904,7158,CoFrac
472,4552,qubic
862,93166,intact|hiunion
10919,23119,intact|hiunion
1471,1471,interactome3d|instruct|APID|HIPPIE|HINT-binary|intact|mint|litbm17
25959,29777,hiunion
7165,7165,APID|intact|biogrid
166,57010,HINT-binary|APID|biogrid|instruct
8500,28964,instruct|APID|biogrid|HIPPIE|HINT-binary|litbm17|inweb|HINT-complex
6522,162466,qubic
6907,8468,bioplex|HIPPIE
1739,93643,APID|litbm17|biogrid|inweb
3215,22920,intact|hiunion
5687,6925,encode
2624,5578,signalink
57662,123722,hiunion
6426,6429,instruct|APID|biogrid|intact|mint|inweb|pina
2519,57532,intact|hiunion
3646,22905,intact|hiunion
87,8161,instruct|APID|biogrid|intact|pina
648,10989,instruct|APID|biogrid|HIPPIE|litbm17|pina
54464,112770,pina|APID|biogrid|instruct
9801,79590,CoFrac
8241,57693,intact|hiunion
4499,115265,intact|hiunion
1131,55969,mint|intact
4342,55796,KinomeNetX
682,83548,bioplex|HIPPIE
6227,220717,CoFrac
8085,11073,APID|intact
6829,8814,bioplex|HIPPIE
2100,8431,HINT-binary|HIPPIE|instruct
84282,146705,hiunion
5734,6714,inweb|HIPPIE|HINT-complex
2275,283985,intact|hiunion
4007,6478,bioplex
3841,64802,hiunion
55633,374897,bioplex
7316,54766,inweb
7431,79902,HIPPIE
5705,10664,encode
5987,10477,pina|APID|biogrid
6280,10421,CoFrac
3091,4620,bioplex
1437,3725,innatedb|signalink
6094,9517,bioplex
6867,6925,encode
5692,5694,interactome3d|qubic|HINT-binary|inweb|bioplex|CoFrac
8874,23219,bioplex
4298,5090,encode
10009,55832,encode
7009,65258,bioplex
51322,84708,APID|biogrid
80124,84859,bioplex
84515,203068,bioplex
7846,113457,HIPPIE
87178,145264,bioplex
8368,8850,HIPPIE
8726,22827,innatedb
6921,10514,pina|inweb
50943,54521,signalink
11091,11091,HINT-binary|insider|qubic|instruct
4629,6840,qubic
4799,55534,pina|APID|biogrid|instruct
6774,51390,encode
6612,55576,inweb
6780,22794,pina|inweb
1875,4495,inweb
55761,57476,bioplex
10664,493869,encode
6733,7410,instruct|APID|biogrid|intact|pina
10298,11187,signalink
6774,80216,encode
146664,153328,hiunion
1994,5824,innatedb
11335,84787,inweb|HIPPIE|HINT-complex
9821,11337,inweb|HIPPIE
51341,283248,encode
10884,51642,inweb|bioplex|HIPPIE
672,5411,encode
64284,79833,bioplex|HIPPIE
7323,27342,inweb
1974,117178,instruct|hiunion|APID|biogrid|HINT-binary|intact
55968,80700,inweb
6500,157574,pina
7316,79711,inweb
421,4843,signalink
4609,7323,encode
9612,445582,signalink
1000,1495,HIPPIE|CoFrac|HINT-complex|inweb
54865,55131,bioplex
64518,80139,bioplex
2033,4882,innatedb
2803,2804,intact
23157,56667,qubic
6804,85027,intact|hiunion
7431,8668,instruct
19,7508,inweb
3315,9584,APID|litbm17|biogrid
29922,64748,bioplex|HIPPIE
409,10768,bioplex
7428,10399,APID|biogrid|intact|litbm17|inweb
5442,7019,interactome3d
1500,64750,signalink
5499,8408,pina|APID|intact|biogrid
974,84083,bioplex
27111,102723631,HINT-binary|intact|instruct|hiunion
311,6227,CoFrac
3587,9200,hiunion
3678,9209,qubic
3588,23633,signalink
3832,23774,qubic
5305,92345,bioplex
7415,80700,instruct|APID|biogrid|HIPPIE|HINT-binary|intact|litbm17|inweb|bioplex|HINT-complex
84217,253827,hiunion
2251,83988,hiunion
1457,8125,PhosphoSP|KinomeNetX
23435,64283,inweb
2661,10200,instruct|APID|biogrid|HINT-binary|intact
23294,63939,hiunion
6130,6202,HINT-binary|CoFrac
5687,6721,encode
6897,22948,CoFrac
5859,11043,intact|hiunion
4609,55833,encode
183,6772,innatedb
4751,22839,qubic
25,983,inweb
3117,55791,APID|biogrid|instruct
1158,5894,KinomeNetX
5702,57325,bioplex|HIPPIE
26239,83896,intact|hiunion
2335,7332,instruct|APID|intact|litbm17|pina
1856,93145,bioplex
3775,29927,qubic
7704,9235,APID|litbm17|biogrid|inweb
10533,55795,HINT-binary|HINT-complex
862,84460,hiunion
1739,57216,intact
1488,5307,encode
4110,8715,instruct|hiunion|APID|biogrid|HINT-binary|intact|pina
4544,8452,APID|intact|biogrid
2994,26052,bioplex
3192,4841,CoFrac
2801,23294,hiunion
79843,145282,hiunion
8419,9146,intact|hiunion
60,4691,inweb
2956,11198,CoFrac
55070,64708,bioplex
92014,154091,bioplex
3442,130507,bioplex|HIPPIE
10664,57552,encode
3727,90410,encode
23500,125115,instruct|hiunion|APID|biogrid|HINT-binary
4809,124245,HINT-binary|HIPPIE|CoFrac
9440,55294,inweb|HIPPIE|HINT-complex
11128,25885,HINT-binary|CoFrac
121793,387836,intact|hiunion
147687,401250,intact|hiunion
3309,8266,pina|qubic|HIPPIE
4616,6872,encode
10445,11157,instruct|APID|biogrid|HIPPIE|intact|pina
292,548596,HIPPIE
9570,127544,intact|hiunion
1639,5608,innatedb
2997,83741,intact|hiunion
8529,10488,APID|biogrid
3507,3514,interactome3d|inweb
6443,137868,hiunion|HIPPIE|intact|inweb|bioplex
8891,8892,HINT-binary|HIPPIE|bioplex|CoFrac
1021,1027,PhosphoSP|instruct|APID|HIPPIE|KinomeNetX|intact|litbm17|inweb|bioplex|HINT-complex
1131,285598,bioplex
7083,10468,instruct|APID|biogrid|mint|intact|pina
10477,22954,pina|APID|biogrid
590,6504,bioplex
202,26235,bioplex
5511,9263,KinomeNetX
29763,29766,qubic
4100,9463,bioplex|HIPPIE
3172,54963,encode
1606,10664,encode
22795,337967,hiunion
1755,23741,inweb
156,11280,PhosphoSP
4105,254251,instruct|hiunion|APID|biogrid|HINT-binary|intact
492,8335,intact
4810,6184,inweb
54940,64768,bioplex
11319,60313,bioplex
5578,7153,inweb
7314,8969,interactome3d
58529,84445,intact|hiunion
2669,283385,intact|hiunion
4085,90293,qubic
8110,9275,bioplex|HIPPIE
5174,9351,pina|APID|biogrid|inweb
999,5587,inweb
4077,8878,instruct|innatedb|APID|biogrid|HIPPIE|HINT-binary|litbm17|inweb|HINT-complex
63904,84460,hiunion
2737,9368,signalink
2885,8364,HIPPIE
6045,9554,innatedb
1291,5351,bioplex
4686,5519,qubic
55138,246329,instruct|hiunion|APID|biogrid|HINT-binary|intact
353132,353143,intact|hiunion
2961,8565,bioplex
7322,23376,pina|APID|intact|instruct
25830,64098,bioplex
2099,140707,HIPPIE
2688,23633,signalink
7159,10813,instruct|APID|biogrid|HIPPIE|HINT-binary|intact
6612,51720,inweb
4246,203328,bioplex|HIPPIE
8500,63978,signalink
8733,27076,bioplex|HIPPIE
4851,5294,HIPPIE
83900,114971,intact|hiunion
3329,10600,intact
2060,5500,qubic
5452,7117,encode
154386,653240,intact
51282,54925,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact|bioplex
2335,56955,bioplex
54433,57486,qubic
8328,51061,instruct|APID|biogrid|intact|pina
1659,10450,bioplex|HIPPIE|HINT-complex
9729,64170,instruct|hiunion|APID|biogrid|HINT-binary|intact
3323,80305,bioplex|HIPPIE
672,1386,encode
64753,84256,hiunion
5295,7430,inweb
5594,23022,PhosphoSP
11277,84522,intact|hiunion
10236,27316,CoFrac
6605,9274,qubic|bioplex|HIPPIE|HINT-complex
1432,3141,KinomeNetX
9217,10290,bioplex
1051,8760,encode
83444,337967,intact|hiunion
1654,7169,CoFrac
386681,440051,intact|hiunion
5296,7046,inweb
29889,29997,bioplex
1602,25942,inweb
5692,5692,qubic
5001,7434,bioplex
3170,8549,encode
51135,57161,instruct|innatedb|APID|biogrid|HIPPIE|intact|litbm17|inweb|pina|HINT-complex
4846,25959,instruct|APID|biogrid|HINT-binary|intact
5356,57461,HINT-binary|HIPPIE|bioplex|CoFrac
1048,1048,interactome3d|instruct|APID|HINT-binary|intact|pina
10949,144983,intact
5566,9667,KinomeNetX
421,3480,signalink
595,22869,mint|APID|intact
25959,29123,intact|hiunion
2113,8726,signalink
5928,23028,inweb|HIPPIE|HINT-complex
4841,8553,APID|intact
5564,51596,bioplex
10094,29766,qubic
146279,386684,intact|hiunion
330,5970,innatedb|signalink|inweb
10910,23532,APID|intact|instruct
351,10248,innatedb
187,55013,bioplex
6776,6938,instruct|hiunion|APID|biogrid|HINT-binary|intact
7704,7704,interactome3d|instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact|litbm17|HINT-complex
3192,26156,HINT-binary|HIPPIE|qubic|CoFrac
2353,22834,pina|APID|intact
22985,84280,instruct|APID|HINT-binary|intact|pina
4067,5579,inweb|HIPPIE
9126,203068,inweb
9556,27141,hiunion
4223,124540,instruct|hiunion|APID|biogrid|HINT-binary|intact
6230,7412,instruct|APID|HIPPIE|HINT-binary|intact|litbm17
8881,150223,bioplex
2034,9063,inweb
8942,57223,CoFrac
9868,113146,intact
9666,55284,instruct|APID|biogrid|HINT-binary|intact|pina
3652,8452,bioplex|HIPPIE
3728,9659,bioplex
4176,57159,instruct|hiunion|APID|biogrid|HINT-binary|intact
6926,6938,encode
2033,11067,encode
2170,2170,HINT-binary|instruct
6009,64223,innatedb|inweb
207,2065,signalink
672,2444,PhosphoSP
3376,6386,bioplex|HIPPIE
9342,55610,bioplex|HIPPIE
6801,7415,signalink
1385,85363,bioplex
3326,23450,pina|APID|intact|instruct
1958,9697,encode
1031,6768,instruct|APID|biogrid|HINT-binary|intact|mint
7568,386682,APID|biogrid|instruct
10443,54361,bioplex|HIPPIE
4841,56252,instruct|APID|biogrid|HIPPIE|intact|pina
221613,221613,interactome3d
4193,55681,KinomeNetX
367,22853,signalink
5562,150094,signalink
2317,23242,qubic
2187,5691,bioplex
5780,114569,instruct|hiunion|APID|biogrid|HINT-binary|intact
51297,148398,intact|hiunion
54955,246100,intact|hiunion
2,2026,APID|biogrid|instruct
367,5071,signalink
25959,55605,HINT-binary|interactome3d|qubic|instruct
246744,402381,intact|hiunion
2040,2040,intact|HIPPIE|hiunion
1268,8370,inweb
1499,27289,signalink
2099,25942,inweb|HIPPIE|HINT-complex
55729,59348,instruct|APID|mint|intact|pina
7485,116228,hiunion
1958,94233,innatedb
3305,7384,CoFrac
5140,9576,signalink
351,90480,innatedb
6356,6778,HINT-binary|innatedb
6775,30009,innatedb
827,11177,bioplex
79768,83606,hiunion
3065,23028,qubic|HIPPIE|HINT-binary|inweb|bioplex|HINT-complex
5980,10459,interactome3d|instruct|qubic|APID|biogrid|HIPPIE|HINT-binary|intact|mint|litbm17|inweb|pina|HINT-complex
64854,79084,inweb
5955,63943,APID|intact|instruct
4012,90488,qubic
1649,90993,pina|APID|biogrid
5894,7071,PhosphoSP
4223,199834,instruct|hiunion|APID|biogrid|HINT-binary|intact
10664,100131496,encode
6124,26135,CoFrac
5582,79637,signalink
10452,374383,bioplex
1936,6478,instruct|APID|biogrid|intact|pina
6748,9374,CoFrac
3654,11140,innatedb|inweb
89,79175,intact|hiunion
8089,64897,bioplex|HIPPIE
351,1020,HIPPIE
1639,11258,qubic|inweb|bioplex|HIPPIE
2033,2959,inweb|HINT-complex
3315,119016,APID|litbm17|biogrid
4609,8021,encode
2992,8908,inweb|bioplex|HIPPIE|HINT-complex
3162,90701,intact|hiunion
23281,149483,instruct|hiunion|APID|biogrid|HINT-binary|intact
1642,10920,inweb|HIPPIE|HINT-complex
1627,6624,qubic
4155,9149,HIPPIE
9212,55920,inweb
3326,23617,pina|APID|intact|instruct
50,5710,HINT-complex
9862,29079,HIPPIE|HINT-binary|inweb|CoFrac|HINT-complex
9656,11340,HIPPIE|HINT-complex
9810,27338,qubic
1958,6886,encode
10138,27338,bioplex
54785,54820,bioplex
3394,4763,HINT-binary|innatedb
8650,64398,hiunion
3551,8533,instruct|APID|biogrid|HIPPIE|litbm17|inweb|pina|HINT-complex
79169,79666,intact|hiunion
1869,8877,encode
351,79733,innatedb
920,113174,bioplex
1756,5589,intact
1820,5566,KinomeNetX
9402,81850,biogrid|instruct
4088,64175,qubic
2113,11151,signalink
1387,4342,signalink
1869,158158,encode
113730,348093,intact|hiunion
1649,10014,inweb
2549,2623,signalink
23029,23521,bioplex
805,2917,HIPPIE
6201,6942,intact
23603,80179,qubic
4174,4175,HINT-binary|inweb|CoFrac|HINT-complex
7182,25852,signalink
7316,9688,inweb
2208,53335,encode
1869,10535,encode
1856,10422,instruct|hiunion|APID|biogrid|intact|mint|pina
5940,80742,instruct|hiunion|APID|biogrid|HINT-binary|intact
1718,2629,qubic
293,148109,bioplex|HIPPIE
7020,55729,APID|intact
987,5817,bioplex
2475,9894,innatedb|inweb|HIPPIE|HINT-complex
6125,9685,CoFrac
3872,7532,signalink
841,55860,signalink
9240,146542,biogrid|hiunion
127253,387032,bioplex
2289,26128,HINT-binary
5195,57104,bioplex
3801,6293,hiunion
1045,6927,inweb
1457,5970,PhosphoSP|inweb|KinomeNetX
1459,10001,qubic
84062,283208,instruct|hiunion|APID|biogrid|HINT-binary|intact
3039,5309,innatedb
3845,64708,qubic
7391,10058,encode
29886,56005,intact
10274,284369,bioplex
132720,137868,bioplex|HIPPIE
1051,64960,encode
55869,554313,HIPPIE
8674,90701,intact|hiunion
9637,221458,bioplex|HIPPIE
6774,9489,encode
162605,338785,intact|hiunion
8463,115265,intact
58524,729240,hiunion
3550,56949,instruct|APID|biogrid|HINT-binary|intact|mint|litbm17|pina
7316,9320,inweb
1786,23512,inweb|HINT-complex
9939,23613,qubic
11077,22841,intact|hiunion
5585,9240,intact|hiunion
808,9738,instruct|APID|HINT-binary|litbm17|HINT-complex
3801,4236,instruct|hiunion|APID|biogrid|HINT-binary|intact
3687,6688,innatedb
8570,23512,innatedb
7919,22916,inweb
8924,51512,qubic
8078,51042,CoFrac
10042,55342,intact|hiunion
2113,9531,signalink
7528,7879,encode
2932,11258,instruct|APID|biogrid|mint|intact|pina
3845,3845,interactome3d|instruct|qubic|APID|biogrid|HIPPIE|HINT-binary|intact|HINT-complex
648,8366,HIPPIE
1432,140625,signalink
9725,285598,bioplex
3799,7706,inweb|HIPPIE|HINT-complex
58500,84186,hiunion
821,1191,qubic
8290,22992,inweb
6194,6203,HINT-binary|HIPPIE|CoFrac
117177,284114,inweb|HIPPIE
4149,25942,qubic|HIPPIE
87,1355,APID|intact
5451,7316,inweb
2335,4698,instruct|APID|intact|litbm17|pina
2800,5111,qubic
2177,6613,inweb|HIPPIE
810,7169,qubic
387,810,qubic
3034,64395,bioplex|HIPPIE
1958,9221,innatedb
63978,84951,signalink
841,3663,innatedb
54535,374618,hiunion
7150,63924,bioplex
1387,7709,pina|APID
4726,80895,bioplex
7124,10569,pina|APID|intact
7086,8242,bioplex
3021,10038,inweb|HIPPIE
7316,23558,APID|biogrid|HINT-complex|inweb
347,366,intact|hiunion
929,5535,instruct|APID|biogrid|HINT-binary|intact
55726,80789,inweb
2098,7316,inweb
1796,5781,inweb
4188,84080,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact|pina
1173,2125,qubic
150,55351,signalink
10648,200232,intact|hiunion
6599,23028,instruct|APID|HIPPIE|HINT-binary|intact|CoFrac|HINT-complex
1670,338761,bioplex
84445,140710,bioplex
23136,23705,interactome3d|instruct|HIPPIE|HINT-binary|insider|inweb|HINT-complex
3459,4815,intact|hiunion
56006,284001,hiunion
9283,51078,intact|hiunion
2335,5515,instruct|APID|intact|litbm17|pina
7392,64747,encode
54499,55362,qubic
7311,9806,intact
2130,4542,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact
4649,165545,bioplex
3015,10524,inweb|HIPPIE|HINT-complex
2202,253827,hiunion
896,25818,bioplex|HIPPIE
7286,23637,bioplex|HIPPIE
4701,22974,CoFrac
79943,90933,intact|hiunion
5894,7812,KinomeNetX
1019,10073,KinomeNetX
10980,79641,instruct|APID|biogrid|HINT-binary|intact
3069,3832,qubic
672,6144,HIPPIE|HINT-complex
302,2353,encode
27315,408263,hiunion
1800,2697,bioplex
5827,55002,bioplex
580,29117,instruct|APID|biogrid|HIPPIE|intact
7122,10791,hiunion
6594,27443,inweb
7283,440145,qubic|HIPPIE|HINT-binary|inweb|bioplex|HINT-complex
10540,55765,bioplex
79038,92840,instruct|hiunion|APID|biogrid|HINT-binary|intact
7273,340900,intact
5406,5406,pina
7514,9410,signalink
6597,203068,encode
6598,594838,encode
4055,23370,bioplex|HIPPIE
80700,84447,inweb
890,10036,inweb
10811,51341,encode
57088,80778,hiunion
56894,345275,hiunion
7289,129138,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact|bioplex
57122,348995,qubic|HIPPIE|inweb|bioplex|HINT-complex
3551,4738,inweb
4898,6872,encode
4779,6668,encode
3195,23512,encode
6602,55502,intact|hiunion
27229,85302,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact|pina
5354,6801,bioplex
6643,9217,bioplex|HIPPIE
4215,10971,innatedb|inweb
8826,80179,qubic
2353,100131897,encode
5966,79637,hiunion
2848,9240,instruct|hiunion|APID|biogrid|HINT-binary|intact
22924,26747,bioplex
4017,84866,bioplex|HIPPIE
29966,55763,bioplex
1879,22920,encode
5928,7083,instruct|APID|biogrid|mint|intact|pina
4778,8775,encode
6434,6613,HIPPIE
5080,9247,intact|hiunion
