geneid,disease_name,diseaseid,score,evidence_level
9891,multiple myeloma,C0026764,0.6,
2950,multiple myeloma,C0026764,0.6,
1031,multiple myeloma,C0026764,0.6,
944,multiple myeloma,C0026764,0.6,
8797,multiple myeloma,C0026764,0.6,
6446,multiple myeloma,C0026764,0.6,
6347,multiple myeloma,C0026764,0.6,
4615,multiple myeloma,C0026764,0.6,
664,multiple myeloma,C0026764,0.6,
10419,multiple myeloma,C0026764,0.6,
3105,multiple myeloma,C0026764,0.6,
8085,multiple myeloma,C0026764,0.6,
23532,multiple myeloma,C0026764,0.6,
9759,multiple myeloma,C0026764,0.6,
3098,multiple myeloma,C0026764,0.55,
5444,multiple myeloma,C0026764,0.55,
2876,multiple myeloma,C0026764,0.55,
58508,multiple myeloma,C0026764,0.5,
6929,multiple myeloma,C0026764,0.5,
407037,multiple myeloma,C0026764,0.5,
3417,multiple myeloma,C0026764,0.5,
3418,multiple myeloma,C0026764,0.5,
407018,multiple myeloma,C0026764,0.5,
1387,multiple myeloma,C0026764,0.5,
3575,multiple myeloma,C0026764,0.5,
407048,multiple myeloma,C0026764,0.5,
2878,multiple myeloma,C0026764,0.5,
5296,multiple myeloma,C0026764,0.5,
675,multiple myeloma,C0026764,0.5,
9401,multiple myeloma,C0026764,0.4,
54915,multiple myeloma,C0026764,0.4,
5926,multiple myeloma,C0026764,0.4,
2195,multiple myeloma,C0026764,0.4,
105371251,multiple myeloma,C0026764,0.4,
1964,multiple myeloma,C0026764,0.4,
10019,multiple myeloma,C0026764,0.4,
2067,multiple myeloma,C0026764,0.4,
5947,multiple myeloma,C0026764,0.4,
694,multiple myeloma,C0026764,0.4,
8332,multiple myeloma,C0026764,0.4,
8350,multiple myeloma,C0026764,0.4,
9113,multiple myeloma,C0026764,0.4,
104384744,multiple myeloma,C0026764,0.4,
130068308,multiple myeloma,C0026764,0.4,
170680,multiple myeloma,C0026764,0.4,
200424,multiple myeloma,C0026764,0.4,
253970,multiple myeloma,C0026764,0.4,
25939,multiple myeloma,C0026764,0.4,
348,multiple myeloma,C0026764,0.4,
4486,multiple myeloma,C0026764,0.4,
4763,multiple myeloma,C0026764,0.4,
7080,multiple myeloma,C0026764,0.4,
8242,multiple myeloma,C0026764,0.4,
8314,multiple myeloma,C0026764,0.4,
8336,multiple myeloma,C0026764,0.4,
57721,multiple myeloma,C0026764,0.4,
580,multiple myeloma,C0026764,0.4,
130063979,multiple myeloma,C0026764,0.4,
286530,multiple myeloma,C0026764,0.4,
3078,multiple myeloma,C0026764,0.4,
51095,multiple myeloma,C0026764,0.4,
115399,multiple myeloma,C0026764,0.4,
2077,multiple myeloma,C0026764,0.4,
23269,multiple myeloma,C0026764,0.4,
3008,multiple myeloma,C0026764,0.4,
6091,multiple myeloma,C0026764,0.4,
6256,multiple myeloma,C0026764,0.4,
63035,multiple myeloma,C0026764,0.4,
7188,multiple myeloma,C0026764,0.4,
604,diffuse histiocytic lymphoma,C0079744,1.0,
7157,diffuse histiocytic lymphoma,C0079744,1.0,
4615,diffuse histiocytic lymphoma,C0079744,1.0,
84433,diffuse histiocytic lymphoma,C0079744,0.95,
673,hairy cell leukemias,C0023443,0.95,
4609,diffuse histiocytic lymphoma,C0079744,0.95,
596,diffuse histiocytic lymphoma,C0079744,0.95,
2146,diffuse histiocytic lymphoma,C0079744,0.95,
974,diffuse histiocytic lymphoma,C0079744,0.95,
7157,"glioma, malignant",C0555198,0.85,
5728,"glioma, malignant",C0555198,0.85,
695,diffuse histiocytic lymphoma,C0079744,0.85,
6774,diffuse histiocytic lymphoma,C0079744,0.85,
1950,"glioma, malignant",C0555198,0.8,
3417,"glioma, malignant",C0555198,0.8,
1029,"glioma, malignant",C0555198,0.8,
2064,"glioma, malignant",C0555198,0.8,
5155,"glioma, malignant",C0555198,0.8,
6850,diffuse histiocytic lymphoma,C0079744,0.8,
2308,diffuse histiocytic lymphoma,C0079744,0.8,
973,diffuse histiocytic lymphoma,C0079744,0.8,
1387,diffuse histiocytic lymphoma,C0079744,0.75,
595,"glioma, malignant",C0555198,0.75,
4255,"glioma, malignant",C0555198,0.75,
1029,diffuse histiocytic lymphoma,C0079744,0.75,
8085,diffuse histiocytic lymphoma,C0079744,0.75,
9429,diffuse histiocytic lymphoma,C0079744,0.75,
5728,diffuse histiocytic lymphoma,C0079744,0.75,
10892,diffuse histiocytic lymphoma,C0079744,0.75,
4192,"glioma, malignant",C0555198,0.75,
5294,diffuse histiocytic lymphoma,C0079744,0.75,
7015,"glioma, malignant",C0555198,0.75,
7015,malignant neoplasm of brain,C0153633,0.75,
933,diffuse histiocytic lymphoma,C0079744,0.75,
238,diffuse histiocytic lymphoma,C0079744,0.75,
5290,diffuse histiocytic lymphoma,C0079744,0.75,
7124,"glioma, malignant",C0555198,0.75,
472,malignant neoplasm of brain,C0153633,0.75,
2952,diffuse histiocytic lymphoma,C0079744,0.7,
1788,diffuse histiocytic lymphoma,C0079744,0.7,
5604,hairy cell leukemias,C0023443,0.7,
23446,"glioma, malignant",C0555198,0.7,
546,"glioma, malignant",C0555198,0.7,
5243,diffuse histiocytic lymphoma,C0079744,0.7,
355,diffuse histiocytic lymphoma,C0079744,0.7,
958,diffuse histiocytic lymphoma,C0079744,0.7,
3265,"glioma, malignant",C0555198,0.7,
8743,"glioma, malignant",C0555198,0.7,
8651,diffuse histiocytic lymphoma,C0079744,0.7,
567,diffuse histiocytic lymphoma,C0079744,0.7,
673,"glioma, malignant",C0555198,0.7,
2950,"glioma, malignant",C0555198,0.7,
1634,"glioma, malignant",C0555198,0.65,
2260,"glioma, malignant",C0555198,0.65,
3480,"glioma, malignant",C0555198,0.65,
3586,"glioma, malignant",C0555198,0.65,
2067,"glioma, malignant",C0555198,0.65,
2056,"glioma, malignant",C0555198,0.65,
4763,"glioma, malignant",C0555198,0.65,
4524,diffuse histiocytic lymphoma,C0079744,0.65,
847,diffuse histiocytic lymphoma,C0079744,0.65,
5578,"glioma, malignant",C0555198,0.65,
4914,"glioma, malignant",C0555198,0.65,
50615,diffuse histiocytic lymphoma,C0079744,0.65,
10628,diffuse histiocytic lymphoma,C0079744,0.65,
6696,"glioma, malignant",C0555198,0.65,
2057,"glioma, malignant",C0555198,0.65,
2950,diffuse histiocytic lymphoma,C0079744,0.65,
6648,diffuse histiocytic lymphoma,C0079744,0.65,
79718,diffuse histiocytic lymphoma,C0079744,0.65,
22809,"glioma, malignant",C0555198,0.65,
90,"glioma, malignant",C0555198,0.65,
6528,"glioma, malignant",C0555198,0.65,
6198,diffuse histiocytic lymphoma,C0079744,0.6,
10419,diffuse histiocytic lymphoma,C0079744,0.6,
472,"glioma, malignant",C0555198,0.6,
11200,diffuse histiocytic lymphoma,C0079744,0.6,
5170,diffuse histiocytic lymphoma,C0079744,0.6,
2668,"glioma, malignant",C0555198,0.6,
51750,"glioma, malignant",C0555198,0.6,
6502,diffuse histiocytic lymphoma,C0079744,0.6,
673,diffuse histiocytic lymphoma,C0079744,0.6,
983,diffuse histiocytic lymphoma,C0079744,0.6,
5291,diffuse histiocytic lymphoma,C0079744,0.6,
648,"glioma, malignant",C0555198,0.6,
1030,"glioma, malignant",C0555198,0.6,
8493,"glioma, malignant",C0555198,0.6,
5743,"glioma, malignant",C0555198,0.6,
2120,diffuse histiocytic lymphoma,C0079744,0.6,
3020,"glioma, malignant",C0555198,0.6,
2212,diffuse histiocytic lymphoma,C0079744,0.6,
1026,"glioma, malignant",C0555198,0.6,
5293,diffuse histiocytic lymphoma,C0079744,0.6,
2944,diffuse histiocytic lymphoma,C0079744,0.6,
3558,"glioma, malignant",C0555198,0.6,
5905,diffuse histiocytic lymphoma,C0079744,0.6,
2735,diffuse histiocytic lymphoma,C0079744,0.6,
1116,"glioma, malignant",C0555198,0.6,
3105,"glioma, malignant",C0555198,0.6,
4915,"glioma, malignant",C0555198,0.6,
6098,"glioma, malignant",C0555198,0.6,
2247,"glioma, malignant",C0555198,0.6,
5347,"glioma, malignant",C0555198,0.6,
847,"glioma, malignant",C0555198,0.6,
7515,"glioma, malignant",C0555198,0.6,
1021,"glioma, malignant",C0555198,0.55,
2323,"glioma, malignant",C0555198,0.55,
2068,"glioma, malignant",C0555198,0.55,
7517,"glioma, malignant",C0555198,0.55,
3981,"glioma, malignant",C0555198,0.55,
23512,"glioma, malignant",C0555198,0.55,
5604,"glioma, malignant",C0555198,0.55,
4683,diffuse histiocytic lymphoma,C0079744,0.5,
5395,diffuse histiocytic lymphoma,C0079744,0.5,
100048912,malignant neoplasm of brain,C0153633,0.5,
1181,"glioma, malignant",C0555198,0.5,
4916,"glioma, malignant",C0555198,0.5,
5819,diffuse histiocytic lymphoma,C0079744,0.5,
1213,diffuse histiocytic lymphoma,C0079744,0.5,
482,"glioma, malignant",C0555198,0.5,
1182,"glioma, malignant",C0555198,0.5,
3593,"glioma, malignant",C0555198,0.5,
79080,diffuse histiocytic lymphoma,C0079744,0.5,
56981,diffuse histiocytic lymphoma,C0079744,0.5,
3925,"glioma, malignant",C0555198,0.5,
137196,"glioma, malignant",C0555198,0.5,
2944,"glioma, malignant",C0555198,0.5,
2876,hairy cell leukemias,C0023443,0.45,
675,"glioma, malignant",C0555198,0.45,
954,"glioma, malignant",C0555198,0.45,
1571,"glioma, malignant",C0555198,0.45,
2073,"glioma, malignant",C0555198,0.45,
5154,"glioma, malignant",C0555198,0.45,
55191,"glioma, malignant",C0555198,0.45,
55553,"glioma, malignant",C0555198,0.45,
10765,"glioma, malignant",C0555198,0.45,
10036,"glioma, malignant",C0555198,0.45,
2947,"glioma, malignant",C0555198,0.45,
22872,diffuse histiocytic lymphoma,C0079744,0.4,
4763,diffuse histiocytic lymphoma,C0079744,0.4,
10291,diffuse histiocytic lymphoma,C0079744,0.4,
64434,diffuse histiocytic lymphoma,C0079744,0.4,
675,diffuse histiocytic lymphoma,C0079744,0.4,
1233,"glioma, malignant",C0555198,0.4,
3491,"glioma, malignant",C0555198,0.4,
4602,"glioma, malignant",C0555198,0.4,
4638,"glioma, malignant",C0555198,0.4,
5894,"glioma, malignant",C0555198,0.4,
7153,"glioma, malignant",C0555198,0.4,
6649,diffuse histiocytic lymphoma,C0079744,0.4,
10938,"glioma, malignant",C0555198,0.4,
160140,"glioma, malignant",C0555198,0.4,
1657,"glioma, malignant",C0555198,0.4,
2495,"glioma, malignant",C0555198,0.4,
6455,"glioma, malignant",C0555198,0.4,
10935,diffuse histiocytic lymphoma,C0079744,0.4,
9636,"glioma, malignant",C0555198,0.4,
154810,"glioma, malignant",C0555198,0.4,
4049,"glioma, malignant",C0555198,0.4,
79366,"glioma, malignant",C0555198,0.4,
10549,diffuse histiocytic lymphoma,C0079744,0.4,
137196,malignant neoplasm of brain,C0153633,0.4,
944,hairy cell leukemias,C0023443,0.4,
54739,"glioma, malignant",C0555198,0.4,
7494,"glioma, malignant",C0555198,0.4,
79631,"glioma, malignant",C0555198,0.4,
9444,"glioma, malignant",C0555198,0.4,
11170,"glioma, malignant",C0555198,0.4,
23362,"glioma, malignant",C0555198,0.4,
347,"glioma, malignant",C0555198,0.4,
59341,"glioma, malignant",C0555198,0.4,
83943,diffuse histiocytic lymphoma,C0079744,0.4,
10286,diffuse histiocytic lymphoma,C0079744,0.4,
1184,"glioma, malignant",C0555198,0.4,
23187,"glioma, malignant",C0555198,0.4,
23650,"glioma, malignant",C0555198,0.4,
3237,"glioma, malignant",C0555198,0.4,
3592,"glioma, malignant",C0555198,0.4,
4603,"glioma, malignant",C0555198,0.4,
5460,"glioma, malignant",C0555198,0.4,
55294,"glioma, malignant",C0555198,0.4,
6647,"glioma, malignant",C0555198,0.4,
7037,"glioma, malignant",C0555198,0.4,
1950,"carcinoma, non small cell lung",C0007131,1.0,
5290,"carcinoma, non small cell lung",C0007131,1.0,
3091,"carcinoma, non small cell lung",C0007131,1.0,
4286,melanoma,C0025202,1.0,
673,melanoma,C0025202,1.0,
207,"carcinoma, non small cell lung",C0007131,1.0,
4893,melanoma,C0025202,1.0,
5728,"carcinoma, non small cell lung",C0007131,1.0,
7422,"carcinoma, non small cell lung",C0007131,1.0,
5728,melanoma,C0025202,1.0,
4233,"carcinoma, non small cell lung",C0007131,1.0,
3845,"carcinoma, non small cell lung",C0007131,1.0,
7299,melanoma,C0025202,1.0,
1956,squamous cell carcinoma,C0007137,1.0,
5243,"carcinoma, non small cell lung",C0007131,1.0,
7157,squamous cell carcinoma,C0007137,1.0,
7157,"carcinoma, non small cell lung",C0007131,1.0,
673,"carcinoma, non small cell lung",C0007131,1.0,
5609,"carcinoma, non small cell lung",C0007131,1.0,
1019,melanoma,C0025202,1.0,
2064,"carcinoma, non small cell lung",C0007131,1.0,
1956,"carcinoma, non small cell lung",C0007131,1.0,
7157,melanoma,C0025202,1.0,
1493,melanoma,C0025202,1.0,
3791,"carcinoma, non small cell lung",C0007131,1.0,
2067,"carcinoma, non small cell lung",C0007131,1.0,
4790,"carcinoma, non small cell lung",C0007131,1.0,
4157,melanoma,C0025202,1.0,
7015,melanoma,C0025202,1.0,
595,squamous cell carcinoma,C0007137,1.0,
4790,melanoma,C0025202,1.0,
1029,melanoma,C0025202,1.0,
1029,squamous cell carcinoma,C0007137,1.0,
4609,"carcinoma, non small cell lung",C0007131,0.95,
6098,"carcinoma, non small cell lung",C0007131,0.95,
6490,melanoma,C0025202,0.95,
3265,squamous cell carcinoma,C0007137,0.95,
29126,melanoma,C0025202,0.95,
2065,"carcinoma, non small cell lung",C0007131,0.95,
3558,melanoma,C0025202,0.95,
3815,melanoma,C0025202,0.95,
6774,"carcinoma, non small cell lung",C0007131,0.95,
7124,melanoma,C0025202,0.95,
4780,"carcinoma, non small cell lung",C0007131,0.95,
3458,melanoma,C0025202,0.95,
1728,"carcinoma, non small cell lung",C0007131,0.95,
3845,squamous cell carcinoma,C0007137,0.95,
332,"carcinoma, non small cell lung",C0007131,0.95,
7422,squamous cell carcinoma,C0007137,0.95,
3439,melanoma,C0025202,0.95,
2475,"carcinoma, non small cell lung",C0007131,0.95,
5133,melanoma,C0025202,0.95,
238,"carcinoma, non small cell lung",C0007131,0.95,
6794,"carcinoma, non small cell lung",C0007131,0.95,
595,"carcinoma, non small cell lung",C0007131,0.95,
5443,melanoma,C0025202,0.95,
5743,"carcinoma, non small cell lung",C0007131,0.95,
5290,squamous cell carcinoma,C0007137,0.95,
675,melanoma,C0025202,0.95,
1029,pancreatic adenocarcinoma,C0281361,0.9,
23532,melanoma,C0025202,0.9,
142,melanoma,C0025202,0.9,
207,melanoma,C0025202,0.9,
2776,melanoma,C0025202,0.9,
2066,melanoma,C0025202,0.9,
673,"cancer, lung",C0242379,0.9,
2950,"carcinoma, non small cell lung",C0007131,0.9,
836,"carcinoma, non small cell lung",C0007131,0.9,
3845,pancreatic adenocarcinoma,C0281361,0.9,
2321,melanoma,C0025202,0.9,
1786,"carcinoma, non small cell lung",C0007131,0.9,
2260,"carcinoma, non small cell lung",C0007131,0.9,
445,melanoma,C0025202,0.9,
5604,"carcinoma, non small cell lung",C0007131,0.9,
472,"carcinoma, non small cell lung",C0007131,0.9,
6774,squamous cell carcinoma,C0007137,0.9,
2950,squamous cell carcinoma,C0007137,0.9,
3845,"cancer, lung",C0242379,0.9,
5604,melanoma,C0025202,0.9,
7421,squamous cell carcinoma,C0007137,0.9,
1029,"carcinoma, non small cell lung",C0007131,0.9,
6794,"cancer, lung",C0242379,0.9,
842,"carcinoma, non small cell lung",C0007131,0.9,
5290,melanoma,C0025202,0.9,
7124,"carcinoma, non small cell lung",C0007131,0.9,
2767,melanoma,C0025202,0.9,
7015,"carcinoma, non small cell lung",C0007131,0.9,
5894,melanoma,C0025202,0.9,
6657,squamous cell carcinoma,C0007137,0.9,
2064,"cancer, lung",C0242379,0.85,
356,melanoma,C0025202,0.85,
1956,"cancer, lung",C0242379,0.85,
999,squamous cell carcinoma,C0007137,0.85,
7099,melanoma,C0025202,0.85,
238,"cancer, lung",C0242379,0.85,
1499,melanoma,C0025202,0.85,
4318,"carcinoma, non small cell lung",C0007131,0.85,
5290,"cancer, lung",C0242379,0.85,
5594,melanoma,C0025202,0.85,
27436,"carcinoma, non small cell lung",C0007131,0.85,
1012,"carcinoma, non small cell lung",C0007131,0.85,
3265,melanoma,C0025202,0.85,
4233,melanoma,C0025202,0.85,
5747,squamous cell carcinoma,C0007137,0.85,
768,"carcinoma, non small cell lung",C0007131,0.85,
7421,melanoma,C0025202,0.85,
3569,squamous cell carcinoma,C0007137,0.85,
4893,"carcinoma, non small cell lung",C0007131,0.85,
4804,melanoma,C0025202,0.85,
3586,"carcinoma, non small cell lung",C0007131,0.85,
5595,squamous cell carcinoma,C0007137,0.85,
2315,melanoma,C0025202,0.85,
6790,melanoma,C0025202,0.85,
3815,"carcinoma, non small cell lung",C0007131,0.85,
5743,squamous cell carcinoma,C0007137,0.85,
3553,"carcinoma, non small cell lung",C0007131,0.85,
1437,melanoma,C0025202,0.85,
9817,"carcinoma, non small cell lung",C0007131,0.85,
332,squamous cell carcinoma,C0007137,0.85,
3456,melanoma,C0025202,0.85,
4233,squamous cell carcinoma,C0007137,0.85,
7424,melanoma,C0025202,0.85,
3558,squamous cell carcinoma,C0007137,0.85,
780,"carcinoma, non small cell lung",C0007131,0.85,
374,"carcinoma, non small cell lung",C0007131,0.85,
4780,squamous cell carcinoma,C0007137,0.85,
2264,"carcinoma, non small cell lung",C0007131,0.85,
3958,melanoma,C0025202,0.85,
25913,melanoma,C0025202,0.8,
207,squamous cell carcinoma,C0007137,0.8,
4193,melanoma,C0025202,0.8,
847,melanoma,C0025202,0.8,
2272,squamous cell carcinoma,C0007137,0.8,
4089,pancreatic adenocarcinoma,C0281361,0.8,
1869,"carcinoma, non small cell lung",C0007131,0.8,
6794,melanoma,C0025202,0.8,
7157,pancreatic adenocarcinoma,C0281361,0.8,
4170,"carcinoma, non small cell lung",C0007131,0.8,
4318,squamous cell carcinoma,C0007137,0.8,
6597,"carcinoma, non small cell lung",C0007131,0.8,
5328,"carcinoma, non small cell lung",C0007131,0.8,
4507,melanoma,C0025202,0.8,
4436,"carcinoma, non small cell lung",C0007131,0.8,
2099,"carcinoma, non small cell lung",C0007131,0.8,
652,melanoma,C0025202,0.8,
1021,"carcinoma, non small cell lung",C0007131,0.8,
7515,"carcinoma, non small cell lung",C0007131,0.8,
355,melanoma,C0025202,0.8,
11186,"carcinoma, non small cell lung",C0007131,0.8,
6696,"carcinoma, non small cell lung",C0007131,0.8,
6696,melanoma,C0025202,0.8,
51151,melanoma,C0025202,0.8,
3688,"carcinoma, non small cell lung",C0007131,0.8,
2272,"carcinoma, non small cell lung",C0007131,0.8,
5915,"carcinoma, non small cell lung",C0007131,0.8,
356,"carcinoma, non small cell lung",C0007131,0.8,
864,"carcinoma, non small cell lung",C0007131,0.8,
324,squamous cell carcinoma,C0007137,0.8,
6317,squamous cell carcinoma,C0007137,0.8,
3265,"carcinoma, non small cell lung",C0007131,0.8,
2026,"carcinoma, non small cell lung",C0007131,0.8,
891,"carcinoma, non small cell lung",C0007131,0.8,
1545,squamous cell carcinoma,C0007137,0.8,
1440,"carcinoma, non small cell lung",C0007131,0.8,
672,"carcinoma, non small cell lung",C0007131,0.8,
6240,"carcinoma, non small cell lung",C0007131,0.8,
2944,squamous cell carcinoma,C0007137,0.75,
3621,squamous cell carcinoma,C0007137,0.75,
2034,"carcinoma, non small cell lung",C0007131,0.75,
23028,"carcinoma, non small cell lung",C0007131,0.75,
5591,squamous cell carcinoma,C0007137,0.75,
25,melanoma,C0025202,0.75,
2950,melanoma,C0025202,0.75,
374,squamous cell carcinoma,C0007137,0.75,
4780,"cancer, lung",C0242379,0.75,
558,"carcinoma, non small cell lung",C0007131,0.75,
7040,squamous cell carcinoma,C0007137,0.75,
472,"cancer, lung",C0242379,0.75,
22914,melanoma,C0025202,0.75,
1869,melanoma,C0025202,0.75,
2305,"carcinoma, non small cell lung",C0007131,0.75,
2597,squamous cell carcinoma,C0007137,0.75,
1017,melanoma,C0025202,0.75,
672,malignant neoplasm of cervix uteri,C0007847,0.75,
6275,melanoma,C0025202,0.75,
5894,"carcinoma, non small cell lung",C0007131,0.75,
2309,"carcinoma, non small cell lung",C0007131,0.75,
472,squamous cell carcinoma,C0007137,0.75,
51741,squamous cell carcinoma,C0007137,0.75,
1493,squamous cell carcinoma,C0007137,0.75,
2068,squamous cell carcinoma,C0007137,0.75,
7161,"carcinoma, non small cell lung",C0007131,0.75,
7515,malignant neoplasm of cervix uteri,C0007847,0.75,
3553,malignant neoplasm of cervix uteri,C0007847,0.75,
4921,squamous cell carcinoma,C0007137,0.75,
1591,"carcinoma, non small cell lung",C0007131,0.75,
3659,"carcinoma, non small cell lung",C0007131,0.75,
4312,"carcinoma, non small cell lung",C0007131,0.75,
